Num,Site,Habitat,Population,Rep,DishNum,PopNum,Treatment,ID,SurvivalID,NoGermDish,TotGermDish,PropGermDish,Label,PlantDate,GermDate,Censor,Census,DaysCensus,DaysToGerm
734,SSJ,Vegetated,SSJ-O,D,74,15,Filter,D_15,Filter_D,6,4,0.4,Seed4Date,7/9/21,7/20/21,1,8/2/21,0,11
735,SSJ,Vegetated,SSJ-O,D,74,15,Filter,D_15,Filter_D,6,4,0.4,Seed5Date,7/9/21,,NA,8/2/21,0,0
736,SSJ,Vegetated,SSJ-O,D,74,15,Filter,D_15,Filter_D,6,4,0.4,Seed6Date,7/9/21,,NA,8/2/21,0,0
737,SSJ,Vegetated,SSJ-O,D,74,15,Filter,D_15,Filter_D,6,4,0.4,Seed7Date,7/9/21,,NA,8/2/21,0,0
738,SSJ,Vegetated,SSJ-O,D,74,15,Filter,D_15,Filter_D,6,4,0.4,Seed8Date,7/9/21,,NA,8/2/21,0,0
739,SSJ,Vegetated,SSJ-O,D,74,15,Filter,D_15,Filter_D,6,4,0.4,Seed9Date,7/9/21,,NA,8/2/21,0,0
740,SSJ,Vegetated,SSJ-O,D,74,15,Filter,D_15,Filter_D,6,4,0.4,Seed10Date,7/9/21,,NA,8/2/21,0,0
741,SSJ,Vegetated,SSJ-O,E,75,15,Filter,E_15,Filter_E,5,5,0.5,Seed1Date,7/9/21,7/12/21,1,8/2/21,0,3
742,SSJ,Vegetated,SSJ-O,E,75,15,Filter,E_15,Filter_E,5,5,0.5,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
743,SSJ,Vegetated,SSJ-O,E,75,15,Filter,E_15,Filter_E,5,5,0.5,Seed3Date,7/9/21,7/15/21,1,8/2/21,0,6
744,SSJ,Vegetated,SSJ-O,E,75,15,Filter,E_15,Filter_E,5,5,0.5,Seed4Date,7/9/21,7/15/21,1,8/2/21,0,6
745,SSJ,Vegetated,SSJ-O,E,75,15,Filter,E_15,Filter_E,5,5,0.5,Seed5Date,7/9/21,7/18/21,1,8/2/21,0,9
746,SSJ,Vegetated,SSJ-O,E,75,15,Filter,E_15,Filter_E,5,5,0.5,Seed6Date,7/9/21,,NA,8/2/21,0,0
747,SSJ,Vegetated,SSJ-O,E,75,15,Filter,E_15,Filter_E,5,5,0.5,Seed7Date,7/9/21,,NA,8/2/21,0,0
748,SSJ,Vegetated,SSJ-O,E,75,15,Filter,E_15,Filter_E,5,5,0.5,Seed8Date,7/9/21,,NA,8/2/21,0,0
749,SSJ,Vegetated,SSJ-O,E,75,15,Filter,E_15,Filter_E,5,5,0.5,Seed9Date,7/9/21,,NA,8/2/21,0,0
750,SSJ,Vegetated,SSJ-O,E,75,15,Filter,E_15,Filter_E,5,5,0.5,Seed10Date,7/9/21,,NA,8/2/21,0,0
751,SSJ,Roadside,SSJ-R,A,76,16,Filter,A_16,Filter_A,6,4,0.4,Seed1Date,7/9/21,7/13/21,1,8/2/21,0,4
752,SSJ,Roadside,SSJ-R,A,76,16,Filter,A_16,Filter_A,6,4,0.4,Seed2Date,7/9/21,7/15/21,1,8/2/21,0,6
753,SSJ,Roadside,SSJ-R,A,76,16,Filter,A_16,Filter_A,6,4,0.4,Seed3Date,7/9/21,7/16/21,1,8/2/21,0,7
754,SSJ,Roadside,SSJ-R,A,76,16,Filter,A_16,Filter_A,6,4,0.4,Seed4Date,7/9/21,7/17/21,1,8/2/21,0,8
755,SSJ,Roadside,SSJ-R,A,76,16,Filter,A_16,Filter_A,6,4,0.4,Seed5Date,7/9/21,,NA,8/2/21,0,0
756,SSJ,Roadside,SSJ-R,A,76,16,Filter,A_16,Filter_A,6,4,0.4,Seed6Date,7/9/21,,NA,8/2/21,0,0
757,SSJ,Roadside,SSJ-R,A,76,16,Filter,A_16,Filter_A,6,4,0.4,Seed7Date,7/9/21,,NA,8/2/21,0,0
758,SSJ,Roadside,SSJ-R,A,76,16,Filter,A_16,Filter_A,6,4,0.4,Seed8Date,7/9/21,,NA,8/2/21,0,0
759,SSJ,Roadside,SSJ-R,A,76,16,Filter,A_16,Filter_A,6,4,0.4,Seed9Date,7/9/21,,NA,8/2/21,0,0
760,SSJ,Roadside,SSJ-R,A,76,16,Filter,A_16,Filter_A,6,4,0.4,Seed10Date,7/9/21,,NA,8/2/21,0,0
761,SSJ,Roadside,SSJ-R,B,77,16,Filter,B_16,Filter_B,6,4,0.4,Seed1Date,7/9/21,7/12/21,1,8/2/21,0,3
762,SSJ,Roadside,SSJ-R,B,77,16,Filter,B_16,Filter_B,6,4,0.4,Seed2Date,7/9/21,7/15/21,1,8/2/21,0,6
763,SSJ,Roadside,SSJ-R,B,77,16,Filter,B_16,Filter_B,6,4,0.4,Seed3Date,7/9/21,7/20/21,1,8/2/21,0,11
764,SSJ,Roadside,SSJ-R,B,77,16,Filter,B_16,Filter_B,6,4,0.4,Seed4Date,7/9/21,7/20/21,1,8/2/21,0,11
765,SSJ,Roadside,SSJ-R,B,77,16,Filter,B_16,Filter_B,6,4,0.4,Seed5Date,7/9/21,,NA,8/2/21,0,0
766,SSJ,Roadside,SSJ-R,B,77,16,Filter,B_16,Filter_B,6,4,0.4,Seed6Date,7/9/21,,NA,8/2/21,0,0
767,SSJ,Roadside,SSJ-R,B,77,16,Filter,B_16,Filter_B,6,4,0.4,Seed7Date,7/9/21,,NA,8/2/21,0,0
768,SSJ,Roadside,SSJ-R,B,77,16,Filter,B_16,Filter_B,6,4,0.4,Seed8Date,7/9/21,,NA,8/2/21,0,0
769,SSJ,Roadside,SSJ-R,B,77,16,Filter,B_16,Filter_B,6,4,0.4,Seed9Date,7/9/21,,NA,8/2/21,0,0
770,SSJ,Roadside,SSJ-R,B,77,16,Filter,B_16,Filter_B,6,4,0.4,Seed10Date,7/9/21,,NA,8/2/21,0,0
771,SSJ,Roadside,SSJ-R,C,78,16,Filter,C_16,Filter_C,6,4,0.4,Seed1Date,7/9/21,7/12/21,1,8/2/21,0,3
772,SSJ,Roadside,SSJ-R,C,78,16,Filter,C_16,Filter_C,6,4,0.4,Seed2Date,7/9/21,7/19/21,1,8/2/21,0,10
773,SSJ,Roadside,SSJ-R,C,78,16,Filter,C_16,Filter_C,6,4,0.4,Seed3Date,7/9/21,7/20/21,1,8/2/21,0,11
774,SSJ,Roadside,SSJ-R,C,78,16,Filter,C_16,Filter_C,6,4,0.4,Seed4Date,7/9/21,7/20/21,1,8/2/21,0,11
775,SSJ,Roadside,SSJ-R,C,78,16,Filter,C_16,Filter_C,6,4,0.4,Seed5Date,7/9/21,7/22/21,1,8/2/21,0,13
776,SSJ,Roadside,SSJ-R,C,78,16,Filter,C_16,Filter_C,6,4,0.4,Seed6Date,7/9/21,7/28/21,1,8/2/21,0,19
777,SSJ,Roadside,SSJ-R,C,78,16,Filter,C_16,Filter_C,6,4,0.4,Seed7Date,7/9/21,,NA,8/2/21,0,0
778,SSJ,Roadside,SSJ-R,C,78,16,Filter,C_16,Filter_C,6,4,0.4,Seed8Date,7/9/21,,NA,8/2/21,0,0
779,SSJ,Roadside,SSJ-R,C,78,16,Filter,C_16,Filter_C,6,4,0.4,Seed9Date,7/9/21,,NA,8/2/21,0,0
780,SSJ,Roadside,SSJ-R,C,78,16,Filter,C_16,Filter_C,6,4,0.4,Seed10Date,7/9/21,,NA,8/2/21,0,0
781,SSJ,Roadside,SSJ-R,D,79,16,Filter,D_16,Filter_D,6,4,0.4,Seed1Date,7/9/21,7/12/21,1,8/2/21,0,3
782,SSJ,Roadside,SSJ-R,D,79,16,Filter,D_16,Filter_D,6,4,0.4,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
783,SSJ,Roadside,SSJ-R,D,79,16,Filter,D_16,Filter_D,6,4,0.4,Seed3Date,7/9/21,7/13/21,1,8/2/21,0,4
784,SSJ,Roadside,SSJ-R,D,79,16,Filter,D_16,Filter_D,6,4,0.4,Seed4Date,7/9/21,7/13/21,1,8/2/21,0,4
785,SSJ,Roadside,SSJ-R,D,79,16,Filter,D_16,Filter_D,6,4,0.4,Seed5Date,7/9/21,,NA,8/2/21,0,0
786,SSJ,Roadside,SSJ-R,D,79,16,Filter,D_16,Filter_D,6,4,0.4,Seed6Date,7/9/21,,NA,8/2/21,0,0
787,SSJ,Roadside,SSJ-R,D,79,16,Filter,D_16,Filter_D,6,4,0.4,Seed7Date,7/9/21,,NA,8/2/21,0,0
788,SSJ,Roadside,SSJ-R,D,79,16,Filter,D_16,Filter_D,6,4,0.4,Seed8Date,7/9/21,,NA,8/2/21,0,0
789,SSJ,Roadside,SSJ-R,D,79,16,Filter,D_16,Filter_D,6,4,0.4,Seed9Date,7/9/21,,NA,8/2/21,0,0
790,SSJ,Roadside,SSJ-R,D,79,16,Filter,D_16,Filter_D,6,4,0.4,Seed10Date,7/9/21,,NA,8/2/21,0,0
791,SSJ,Roadside,SSJ-R,E,80,16,Filter,E_16,Filter_E,3,7,0.7,Seed1Date,7/9/21,7/12/21,1,8/2/21,0,3
792,SSJ,Roadside,SSJ-R,E,80,16,Filter,E_16,Filter_E,3,7,0.7,Seed2Date,7/9/21,7/12/21,1,8/2/21,0,3
793,SSJ,Roadside,SSJ-R,E,80,16,Filter,E_16,Filter_E,3,7,0.7,Seed3Date,7/9/21,7/13/21,1,8/2/21,0,4
794,SSJ,Roadside,SSJ-R,E,80,16,Filter,E_16,Filter_E,3,7,0.7,Seed4Date,7/9/21,7/15/21,1,8/2/21,0,6
795,SSJ,Roadside,SSJ-R,E,80,16,Filter,E_16,Filter_E,3,7,0.7,Seed5Date,7/9/21,7/16/21,1,8/2/21,0,7
796,SSJ,Roadside,SSJ-R,E,80,16,Filter,E_16,Filter_E,3,7,0.7,Seed6Date,7/9/21,7/17/21,1,8/2/21,0,8
797,SSJ,Roadside,SSJ-R,E,80,16,Filter,E_16,Filter_E,3,7,0.7,Seed7Date,7/9/21,7/20/21,1,8/2/21,0,11
798,SSJ,Roadside,SSJ-R,E,80,16,Filter,E_16,Filter_E,3,7,0.7,Seed8Date,7/9/21,,NA,8/2/21,0,0
799,SSJ,Roadside,SSJ-R,E,80,16,Filter,E_16,Filter_E,3,7,0.7,Seed9Date,7/9/21,,NA,8/2/21,0,0
800,SSJ,Roadside,SSJ-R,E,80,16,Filter,E_16,Filter_E,3,7,0.7,Seed10Date,7/9/21,,NA,8/2/21,0,0
