Pot ID,Block,Soil,Competition,Population,Site,Habitat,Biomass_date,Dittrichia_biomass,Grass_biomass,MeasurementDate_2,MeasurementDate_3,GrassHeight_cm_2,GrassHeight_cm_3,GrassGrowth,DittrichiaLLL_mm_2,DittrichiaLLL_mm_3,DittrichiaGrowth
711,7,Field Soil,Bromus,OAP-V,OAP,Vegetated,12/14/22,0.0072,0.4054,9/16/21,10/17/21,42.7,42.3,-0.4,11.04,14.93,3.89
712,8,Field Soil,Bromus,OAP-V,OAP,Vegetated,12/14/22,0.0073,0.4791,9/16/21,10/17/21,41.1,31,-10.1,8.05,8.64,0.59
713,1,Field Soil,Bromus,OAP-R,OAP,Roadside,12/16/22,0.0092,0.2968,9/14/21,10/15/21,35.7,35.4,-0.3,9.26,17.68,8.42
714,2,Field Soil,Bromus,OAP-R,OAP,Roadside,12/10/22,0.0048,0.3793,9/15/21,10/15/21,50.5,49.8,-0.7,9.53,10.92,1.39
715,3,Field Soil,Bromus,OAP-R,OAP,Roadside,12/13/22,0.0032,0.432,9/15/21,10/16/21,43.4,43,-0.4,7.73,10.25,2.52
716,4,Field Soil,Bromus,OAP-R,OAP,Roadside,12/13/22,0.0076,0.4584,9/16/21,10/16/21,40,39.2,-0.8,11.59,13.32,1.73
717,5,Field Soil,Bromus,OAP-R,OAP,Roadside,12/15/22,0.0037,0.5466,9/16/21,10/16/21,41.7,41.1,-0.6,7.46,11.21,3.75
718,6,Field Soil,Bromus,OAP-R,OAP,Roadside,12/11/22,0.0166,0.3691,9/16/21,10/17/21,40.5,37.8,-2.7,16.61,23,6.39
719,7,Field Soil,Bromus,OAP-R,OAP,Roadside,12/14/22,0.0136,0.3553,9/16/21,10/17/21,37.1,34.5,-2.6,16.46,18.92,2.46
720,8,Field Soil,Bromus,OAP-R,OAP,Roadside,12/14/22,0.0053,0.3585,9/16/21,10/17/21,39.3,36,-3.3,10.35,11.23,0.88
721,1,Field Soil,Bromus,PAR-V,PAR,Vegetated,12/16/22,0.0302,0.2804,9/15/21,10/15/21,25.4,27.9,2.5,18.14,27.41,9.27
722,2,Field Soil,Bromus,PAR-V,PAR,Vegetated,12/9/22,0.0403,0.2657,9/15/21,10/16/21,38,36.1,-1.9,19.35,35.61,16.26
723,3,Field Soil,Bromus,PAR-V,PAR,Vegetated,12/13/22,0.0514,0.2621,9/15/21,10/16/21,35.1,34.8,-0.3,22.12,33.54,11.42
724,4,Field Soil,Bromus,PAR-V,PAR,Vegetated,12/13/22,0.0247,0.3744,9/16/21,10/16/21,35.5,44.1,8.6,20.65,21.08,0.43
725,5,Field Soil,Bromus,PAR-V,PAR,Vegetated,12/15/22,0.0129,0.365,9/16/21,10/16/21,39.2,38.3,-0.9,19.94,23.27,3.33
726,6,Field Soil,Bromus,PAR-V,PAR,Vegetated,12/11/22,0.0302,0.3172,9/16/21,10/17/21,39.5,31.9,-7.6,22.06,32.49,10.43
727,7,Field Soil,Bromus,PAR-V,PAR,Vegetated,12/14/22,0.0147,0.3725,9/16/21,10/17/21,42.6,42.8,0.2,17.16,18.98,1.82
728,8,Field Soil,Bromus,PAR-V,PAR,Vegetated,12/11/22,0.0376,0.3387,9/16/21,10/17/21,39.6,38.9,-0.7,24.65,25.67,1.02
729,1,Field Soil,Bromus,PAR-R,PAR,Roadside,12/16/22,0.0225,0.2973,9/14/21,10/15/21,32.9,32.2,-0.7,16.45,24.97,8.52
730,2,Field Soil,Bromus,PAR-R,PAR,Roadside,12/9/22,0.015,0.2938,9/15/21,10/16/21,33,30.3,-2.7,13.83,22.62,8.79
731,3,Field Soil,Bromus,PAR-R,PAR,Roadside,12/13/22,0.0382,0.3497,9/15/21,10/16/21,40.5,38.6,-1.9,21.57,29.11,7.54
732,4,Field Soil,Bromus,PAR-R,PAR,Roadside,12/12/22,0.0217,0.3181,9/16/21,10/16/21,38,37.5,-0.5,12.15,24.62,12.47
733,5,Field Soil,Bromus,PAR-R,PAR,Roadside,12/11/22,0.0121,0.3644,9/16/21,10/16/21,36,38.6,2.6,12.12,15.1,2.98
734,6,Field Soil,Bromus,PAR-R,PAR,Roadside,12/11/22,0.0468,0.3995,9/16/21,10/17/21,38.9,38.5,-0.4,25.39,32.02,6.63
735,7,Field Soil,Bromus,PAR-R,PAR,Roadside,12/14/22,0.0446,0.4231,9/16/21,10/17/21,38.5,33.8,-4.7,30.36,27.74,-2.62
736,8,Field Soil,Bromus,PAR-R,PAR,Roadside,12/14/22,0.0449,0.3908,9/16/21,10/17/21,42.4,41.7,-0.7,28.25,20.81,-7.44
737,1,Field Soil,Bromus,PEN-V,PEN,Vegetated,12/15/22,0.0233,0.2752,9/15/21,10/15/21,34.9,34.5,-0.4,18.72,21.78,3.06
738,2,Field Soil,Bromus,PEN-V,PEN,Vegetated,12/9/22,0.0149,0.3428,9/15/21,10/16/21,39.6,39.6,0,12.7,22.35,9.65
739,3,Field Soil,Bromus,PEN-V,PEN,Vegetated,12/13/22,0.0418,0.3271,9/15/21,10/16/21,37.2,36,-1.2,25.01,31.45,6.44
740,4,Field Soil,Bromus,PEN-V,PEN,Vegetated,12/13/22,0.0115,0.3198,9/16/21,10/16/21,38.1,39.7,1.6,12.35,16.76,4.41
741,5,Field Soil,Bromus,PEN-V,PEN,Vegetated,12/11/22,0.0066,0.3504,9/16/21,10/16/21,41,40.5,-0.5,9.65,16.7,7.05
742,6,Field Soil,Bromus,PEN-V,PEN,Vegetated,12/11/22,0.0133,0.3318,9/16/21,10/17/21,36.6,34.2,-2.4,12.87,20.47,7.6
743,7,Field Soil,Bromus,PEN-V,PEN,Vegetated,12/14/22,0.0129,0.368,9/16/21,10/17/21,34.8,34.7,-0.1,15.2,21.87,6.67
744,8,Field Soil,Bromus,PEN-V,PEN,Vegetated,12/11/22,0.0177,0.5536,9/16/21,10/17/21,39.8,43.4,3.6,19.84,20.37,0.53
745,1,Field Soil,Bromus,PEN-R,PEN,Roadside,12/16/22,0.0193,0.348,9/14/21,10/15/21,36.4,37.5,1.1,19.87,19.36,-0.51
746,2,Field Soil,Bromus,PEN-R,PEN,Roadside,12/9/22,0.025,0.2279,9/15/21,10/16/21,35.2,34.6,-0.6,15.98,28.35,12.37
747,3,Field Soil,Bromus,PEN-R,PEN,Roadside,12/13/22,0.0445,0.2773,9/15/21,10/16/21,36.5,36,-0.5,21.54,30.59,9.05
748,4,Field Soil,Bromus,PEN-R,PEN,Roadside,12/13/22,0.0089,0.297,9/16/21,10/16/21,37.2,30.5,-6.7,10.43,15.25,4.82
749,5,Field Soil,Bromus,PEN-R,PEN,Roadside,12/11/22,0.014,0.309,9/16/21,10/16/21,36.7,34.8,-1.9,13.96,19.74,5.78
750,6,Field Soil,Bromus,PEN-R,PEN,Roadside,12/11/22,0.0051,0.3405,9/16/21,10/17/21,30,29.2,-0.8,9.84,10.34,0.5
751,7,Field Soil,Bromus,PEN-R,PEN,Roadside,12/14/22,0.0048,0.5351,9/16/21,10/17/21,37.6,38.3,0.7,11.64,11.16,-0.48
752,8,Field Soil,Bromus,PEN-R,PEN,Roadside,12/11/22,0.0056,0.3047,9/16/21,10/17/21,28.5,28,-0.5,7.07,13.63,6.56
753,1,Field Soil,Bromus,SSJ-V,SSJ,Vegetated,12/15/22,0.0359,0.1955,9/15/21,10/15/21,32.3,32,-0.3,18.51,31.52,13.01
754,2,Field Soil,Bromus,SSJ-V,SSJ,Vegetated,12/10/22,0.0318,0.2751,9/15/21,10/15/21,32.5,29,-3.5,23.01,29.52,6.51
755,3,Field Soil,Bromus,SSJ-V,SSJ,Vegetated,12/13/22,0.0057,0.3751,9/15/21,10/16/21,36.7,35.5,-1.2,11.29,14.35,3.06
756,4,Field Soil,Bromus,SSJ-V,SSJ,Vegetated,12/12/22,0.0027,0.4029,9/16/21,10/16/21,41.7,41.2,-0.5,7.98,10.29,2.31
757,5,Field Soil,Bromus,SSJ-V,SSJ,Vegetated,12/15/22,0.0313,0.2553,9/16/21,10/16/21,37.3,37.1,-0.2,23.02,21.3,-1.72
758,6,Field Soil,Bromus,SSJ-V,SSJ,Vegetated,12/12/22,0.0095,0.2883,9/16/21,10/17/21,31.7,31,-0.7,12.89,17.27,4.38
759,7,Field Soil,Bromus,SSJ-V,SSJ,Vegetated,12/14/22,0.0074,0.4217,9/16/21,10/17/21,26.1,27.6,1.5,9.74,15.46,5.72
760,8,Field Soil,Bromus,SSJ-V,SSJ,Vegetated,12/11/22,0.0089,0.4557,9/16/21,10/17/21,38.7,24.6,-14.1,11.47,14.12,2.65
761,1,Field Soil,Bromus,SSJ-R,SSJ,Roadside,12/16/22,0.0086,0.2834,9/14/21,10/15/21,31.2,30.2,-1,11.17,13.23,2.06
762,2,Field Soil,Bromus,SSJ-R,SSJ,Roadside,12/10/22,0.0049,0.4165,9/15/21,10/15/21,38.7,32.2,-6.5,10.52,12.14,1.62
763,3,Field Soil,Bromus,SSJ-R,SSJ,Roadside,12/13/22,0.0431,0.2418,9/15/21,10/16/21,40.3,35.5,-4.8,24.6,35.72,11.12
764,4,Field Soil,Bromus,SSJ-R,SSJ,Roadside,12/13/22,0.0362,0.3799,9/16/21,10/16/21,40,33.7,-6.3,30.49,30.62,0.13
765,5,Field Soil,Bromus,SSJ-R,SSJ,Roadside,12/15/22,0.0411,0.3668,9/16/21,10/16/21,39.5,37.2,-2.3,24.28,30.28,6
766,6,Field Soil,Bromus,SSJ-R,SSJ,Roadside,12/12/22,0.0383,0.4691,9/16/21,10/17/21,40.5,39.8,-0.7,19.51,30.86,11.35
767,7,Field Soil,Bromus,SSJ-R,SSJ,Roadside,12/14/22,0.0406,0.3097,9/16/21,10/17/21,41.2,42.7,1.5,26.28,27.26,0.98
768,8,Field Soil,Bromus,SSJ-R,SSJ,Roadside,12/14/22,0.0002,0.2796,9/16/21,10/17/21,20.2,19.2,-1,4.67,6.47,1.8
