Block,Plot,Flag,Pos,Flag_Pos,Population,Site,Habitat,Treatment,PlantDate,LeafMeas1,LeafMeas2,Growth,MortDate,DeathBy,MortBinaryCont,MortBinaryNom,Censor,DaysMort,Census,DaysCensus,NumDaysAlive,HarvDate,BudDate,Repro,DaysBud,NumBuds,FlowerDate,NumFlower,Height,Biomass,Biomass date,Notes
G,5,G5,10,G5_10,PEN-R,PEN,Roadside,Raking + Clipping,2/27/21,19.68,21,1.32,6/25/21,,0,0,0,118,11/15/21,261,118,7/2/21,,0, ,,,,3.7,0.017,9/7/21,
G,5,G5,11,G5_11,CHE-O,CHE,Off-road,Raking + Clipping,2/27/21,16.84,19,2.16,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
G,5,G5,12,G5_12,PEN-O,PEN,Off-road,Raking + Clipping,2/27/21,17.83,16,-1.83,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
G,5,G5,13,G5_13,GUA-R,GUA,Roadside,Raking + Clipping,2/27/21,16.11,30,13.89,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,29.5,0.939,9/27/21,
G,5,G5,14,G5_14,SSJ-O,SSJ,Off-road,Raking + Clipping,2/27/21,12.36,22,9.64,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
G,5,G5,15,G5_15,PAR-O,PAR,Off-road,Raking + Clipping,2/27/21,15.48,20,4.52,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
G,5,G5,16,G5_16,PAR-R,PAR,Roadside,Raking + Clipping,2/27/21,15.52,22,6.48,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
H,1,H1,1,H1_01,LEX-O,LEX,Off-road,Raking,2/27/21,18.4,19,0.6,7/2/21,,0,0,0,125,11/15/21,261,125,7/2/21,,0, ,,,,1.9,0.068,9/7/21,
H,1,H1,2,H1_02,BAY-R,BAY,Roadside,Raking,2/27/21,27.82,9,-18.82,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
H,1,H1,3,H1_03,OAP-R,OAP,Roadside,Raking,2/27/21,20.2,22,1.8,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
H,1,H1,4,H1_04,GUA-R,GUA,Roadside,Raking,2/27/21,27.68,31,3.32,7/16/21,,0,0,0,139,11/15/21,261,139,7/16/21,,0, ,,,,6.2,0.113,9/29/21,
H,1,H1,5,H1_05,GUA-O,GUA,Off-road,Raking,3/12/21,23,36,13,,,1,1,1,-44267,11/15/21,248,248,9/24/21,9/24/21,1,196,,,,13.5,0.267,9/28/21,
H,1,H1,6,H1_06,LEX-R,LEX,Roadside,Raking,2/27/21,13.8,15,1.2,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
H,1,H1,7,H1_07,CHE-O,CHE,Off-road,Raking,2/27/21,21.08,36,14.92,7/23/21,,0,0,0,146,11/15/21,261,146,7/23/21,,0, ,,,,7.3,0.12,9/8/21,
H,1,H1,8,H1_08,SSJ-O,SSJ,Off-road,Raking,2/27/21,17.35,36,18.65,7/30/21,,0,0,0,153,11/15/21,261,153,7/30/21,,0, ,,,,5.9,0.21,9/8/21,
H,1,H1,9,H1_09,OAP-O,OAP,Off-road,Raking,2/27/21,18.7,30,11.3,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,17.1,0.395,9/28/21,
H,1,H1,10,H1_10,PEN-R,PEN,Roadside,Raking,2/27/21,20.87,40,19.13,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,33.4,1.36,9/28/21,
H,1,H1,11,H1_11,PAR-O,PAR,Off-road,Raking,2/27/21,17.44,15,-2.44,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
H,1,H1,12,H1_12,SSJ-R,SSJ,Roadside,Raking,2/27/21,17.45,15,-2.45,6/25/21,,0,0,0,118,11/15/21,261,118,7/2/21,,0, ,,,,1.5,0.027,9/7/21,
H,1,H1,13,H1_13,PEN-O,PEN,Off-road,Raking,2/27/21,8.97,3,-5.97,6/4/21,Squirrel,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
H,1,H1,14,H1_14,BAY-O,BAY,Off-road,Raking,2/27/21,13.62,22,8.38,6/11/21,Squirrel,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
H,1,H1,15,H1_15,CHE-R,CHE,Roadside,Raking,3/9/21,26,36,10,,,1,1,1,-44264,11/15/21,251,251,9/24/21,9/24/21,1,199,,,,25.3,1.183,9/27/21,
H,1,H1,16,H1_16,PAR-R,PAR,Roadside,Raking,2/27/21,11.97,20,8.03,7/23/21,,0,0,0,146,11/15/21,261,146,7/23/21,,0, ,,,,4.5,0.145,9/7/21,
H,2,H2,1,H2_01,SSJ-R,SSJ,Roadside,Control,3/16/21,26,28,2,7/2/21,,0,0,0,108,11/15/21,244,108,7/2/21,,0, ,,,,4.5,0.059,9/7/21,
H,2,H2,2,H2_02,OAP-O,OAP,Off-road,Control,2/27/21,18.4,24,5.6,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,3.4,0.033,9/7/21,
H,2,H2,3,H2_03,BAY-O,BAY,Off-road,Control,3/16/21,19,19,0,7/9/21,,0,0,0,115,11/15/21,244,115,7/9/21,,0, ,,,,3.2,0.037,9/7/21,
H,2,H2,4,H2_04,BAY-R,BAY,Roadside,Control,2/27/21,18.14,10,-8.14,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
H,2,H2,5,H2_05,PEN-O,PEN,Off-road,Control,3/16/21,13,16,3,6/18/21,,0,0,0,94,11/15/21,244,94,,,0, ,,,,,,,
H,2,H2,6,H2_06,PAR-O,PAR,Off-road,Control,2/27/21,16.31,20,3.69,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
H,2,H2,7,H2_07,PEN-R,PEN,Roadside,Control,2/27/21,14.22,20,5.78,,,1,1,1,-44254,11/15/21,261,261,10/8/21,10/8/21,1,223,,,,9.7,0.213,10/13/21,
H,2,H2,8,H2_08,CHE-O,CHE,Off-road,Control,3/24/21,22,19,-3,7/2/21,,0,0,0,100,11/15/21,236,100,,6/4/21,1,72,6,,,,,,"Budded before we decided to harvest at bud date, however, after removing buds, the plant later died and disappeared."
H,2,H2,9,H2_09,GUA-R,GUA,Roadside,Control,2/27/21,21.81,6,-15.81,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
H,2,H2,10,H2_10,GUA-O,GUA,Off-road,Control,3/9/21,18,32,14,7/30/21,,0,0,0,143,11/15/21,251,143,7/30/21,,0, ,,,,7.8,0.084,9/8/21,
H,2,H2,11,H2_11,SSJ-O,SSJ,Off-road,Control,2/27/21,15.09,25,9.91,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,3.9,0.123,9/7/21,
H,2,H2,12,H2_12,CHE-R,CHE,Roadside,Control,2/27/21,15.51,17,1.49,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
H,2,H2,13,H2_13,LEX-R,LEX,Roadside,Control,2/27/21,16.05,,-16.05,5/22/21,,0,0,0,84,11/15/21,261,84,,,0, ,,,,,,,
H,2,H2,14,H2_14,LEX-O,LEX,Off-road,Control,2/27/21,16.15,19,2.85,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
H,2,H2,15,H2_15,OAP-R,OAP,Roadside,Control,2/27/21,13.56,34,20.44,7/16/21,,0,0,0,139,11/15/21,261,139,7/16/21,,0, ,,,,5.3,0.159,9/29/21,
H,2,H2,16,H2_16,PAR-R,PAR,Roadside,Control,2/27/21,15.99,34,18.01,7/2/21,,0,0,0,125,11/15/21,261,125,7/2/21,,0, ,,,,3.4,0.074,9/7/21,
H,3,H3,1,H3_01,SSJ-R,SSJ,Roadside,Hemizonia,3/24/21,16,31,15,,,1,1,1,-44279,11/15/21,236,236,7/2/21,6/4/21,1,72,3,,,7.6,0.088,9/7/21,
H,3,H3,2,H3_02,OAP-R,OAP,Roadside,Hemizonia,2/27/21,17.25,16,-1.25,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
H,3,H3,3,H3_03,PAR-R,PAR,Roadside,Hemizonia,2/27/21,17.44,23,5.56,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
H,3,H3,4,H3_04,BAY-O,BAY,Off-road,Hemizonia,2/27/21,12.99,20,7.01,7/16/21,,0,0,0,139,11/15/21,261,139,,,0, ,,,,,,,no body
H,3,H3,5,H3_05,PEN-O,PEN,Off-road,Hemizonia,2/27/21,18.38,,-18.38,4/5/21,Squirrel,0,0,0,37,11/15/21,261,37,,,0, ,,,,,,,Dead due to squirrel activity
H,3,H3,6,H3_06,LEX-R,LEX,Roadside,Hemizonia,2/27/21,20.34,25,4.66,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,2.6,0.049,9/7/21,
H,3,H3,7,H3_07,PAR-O,PAR,Off-road,Hemizonia,2/27/21,20.02,22,1.98,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
H,3,H3,8,H3_08,LEX-O,LEX,Off-road,Hemizonia,2/27/21,17.79,16,-1.79,7/16/21,,0,0,0,139,11/15/21,261,139,7/16/21,,0, ,,,,2.7,0.019,9/29/21,
H,3,H3,9,H3_09,PEN-R,PEN,Roadside,Hemizonia,2/27/21,14.71,,-14.71,5/22/21,,0,0,0,84,11/15/21,261,84,,,0, ,,,,,,,
H,3,H3,10,H3_10,CHE-O,CHE,Off-road,Hemizonia,3/1/21,15,27,12,7/2/21,,0,0,0,123,11/15/21,259,123,,,0, ,,,,,,,
H,3,H3,11,H3_11,SSJ-O,SSJ,Off-road,Hemizonia,2/27/21,14.79,9,-5.79,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
H,3,H3,12,H3_12,GUA-R,GUA,Roadside,Hemizonia,2/27/21,8.58,15,6.42,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
H,3,H3,13,H3_13,OAP-O,OAP,Off-road,Hemizonia,2/27/21,11.01,19,7.99,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
H,3,H3,14,H3_14,CHE-R,CHE,Roadside,Hemizonia,2/27/21,17.69,20,2.31,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
H,3,H3,15,H3_15,BAY-R,BAY,Roadside,Hemizonia,2/27/21,14.47,25,10.53,8/5/21,,0,0,0,159,11/15/21,261,159,8/5/21,,0, ,,,,3.9,0.074,9/7/21,
H,3,H3,16,H3_16,GUA-O,GUA,Off-road,Hemizonia,2/27/21,13.3,,-13.3,4/5/21,,0,0,0,37,11/15/21,261,37,,,0, ,,,,,,,
H,4,H4,1,H4_01,CHE-R,CHE,Roadside,Biomass Removal,3/9/21,27,47,20,,,1,1,1,-44264,11/15/21,251,251,9/3/21,9/3/21,1,178,,,,42,13.072,9/9/21,
H,4,H4,2,H4_02,SSJ-R,SSJ,Roadside,Biomass Removal,2/27/21,14.99,63,48.01,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,49.5,11.125,9/22/21,
H,4,H4,3,H4_03,GUA-O,GUA,Off-road,Biomass Removal,2/27/21,10.7,52,41.3,8/5/21,,0,0,0,159,11/15/21,261,159,8/5/21,,0, ,,,,25.9,3.171,9/7/21,
H,4,H4,4,H4_04,BAY-R,BAY,Roadside,Biomass Removal,2/27/21,17.12,58,40.88,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,37.5,5.266,9/22/21,
H,4,H4,5,H4_05,LEX-O,LEX,Off-road,Biomass Removal,2/27/21,15.39,52,36.61,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,24.5,1.885,9/20/21,
H,4,H4,6,H4_06,PEN-O,PEN,Off-road,Biomass Removal,3/24/21,15,51,36,,,1,1,1,-44279,11/15/21,236,236,9/10/21,9/10/21,1,170,,,,42.8,5.402,9/14/21,
H,4,H4,7,H4_07,GUA-R,GUA,Roadside,Biomass Removal,2/27/21,20.75,58,37.25,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,68.5,16.363,9/20/21,
H,4,H4,8,H4_08,OAP-R,OAP,Roadside,Biomass Removal,2/27/21,23.2,60,36.8,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,40.2,7.381,9/22/21,
H,4,H4,9,H4_09,LEX-R,LEX,Roadside,Biomass Removal,2/27/21,9.53,54,44.47,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,37.3,3.859,9/22/21,
H,4,H4,10,H4_10,BAY-O,BAY,Off-road,Biomass Removal,2/27/21,15.31,76,60.69,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,41.5,9.962,9/22/21,
H,4,H4,11,H4_11,SSJ-O,SSJ,Off-road,Biomass Removal,2/27/21,14.77,60,45.23,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,64.1,8.808,9/14/21,
H,4,H4,12,H4_12,CHE-O,CHE,Off-road,Biomass Removal,2/27/21,17.72,63,45.28,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,50.5,7.72,9/13/21,
H,4,H4,13,H4_13,PAR-O,PAR,Off-road,Biomass Removal,3/1/21,20,59,39,,,1,1,1,-44256,11/15/21,259,259,9/10/21,9/10/21,1,193,,,,25.6,3.339,9/22/21,
H,4,H4,14,H4_14,PAR-R,PAR,Roadside,Biomass Removal,2/27/21,11.94,55,43.06,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,34.2,4.603,9/22/21,
H,4,H4,15,H4_15,OAP-O,OAP,Off-road,Biomass Removal,2/27/21,12.21,45,32.79,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,56,5.131,9/22/21,
H,4,H4,16,H4_16,PEN-R,PEN,Roadside,Biomass Removal,2/27/21,17.63,49,31.37,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,50,6.299,9/20/21,
H,5,H5,1,H5_01,BAY-O,BAY,Off-road,Raking + Clipping,2/27/21,13.48,,-13.48,3/29/21,,0,0,0,30,11/15/21,261,30,,,0, ,,,,,,,
H,5,H5,2,H5_02,CHE-R,CHE,Roadside,Raking + Clipping,2/27/21,10.36,25,14.64,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
H,5,H5,3,H5_03,PAR-R,PAR,Roadside,Raking + Clipping,2/27/21,16.88,40,23.12,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,5.3,0.135,9/7/21,
H,5,H5,4,H5_04,PEN-R,PEN,Roadside,Raking + Clipping,2/27/21,15.16,35,19.84,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,18.4,0.862,9/28/21,
H,5,H5,5,H5_05,SSJ-O,SSJ,Off-road,Raking + Clipping,2/27/21,11.64,54,42.36,,,1,1,1,-44254,11/15/21,261,261,9/10/21,9/10/21,1,195,,,,47.7,3.332,9/28/21,
H,5,H5,6,H5_06,SSJ-R,SSJ,Roadside,Raking + Clipping,2/27/21,10.48,30,19.52,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
H,5,H5,7,H5_07,GUA-O,GUA,Off-road,Raking + Clipping,3/24/21,10,38,28,7/2/21,,0,0,0,100,11/15/21,236,100,7/2/21,,0, ,,,,6,0.193,9/7/21,
H,5,H5,8,H5_08,PAR-O,PAR,Off-road,Raking + Clipping,2/27/21,24.36,15,-9.36,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
H,5,H5,9,H5_09,CHE-O,CHE,Off-road,Raking + Clipping,2/27/21,13.18,30,16.82,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,19.3,0.617,9/27/21,
H,5,H5,10,H5_10,LEX-O,LEX,Off-road,Raking + Clipping,2/27/21,10.63,,-10.63,5/22/21,,0,0,0,84,11/15/21,261,84,,,0, ,,,,,,,
H,5,H5,11,H5_11,PEN-O,PEN,Off-road,Raking + Clipping,2/27/21,17.58,29,11.42,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
H,5,H5,12,H5_12,OAP-R,OAP,Roadside,Raking + Clipping,2/27/21,17.44,25,7.56,7/2/21,,0,0,0,125,11/15/21,261,125,7/2/21,,0, ,,,,3.4,0.082,9/7/21,
H,5,H5,13,H5_13,OAP-O,OAP,Off-road,Raking + Clipping,2/27/21,10.13,22,11.87,6/25/21,,0,0,0,118,11/15/21,261,118,,,0, ,,,,,,,
H,5,H5,14,H5_14,BAY-R,BAY,Roadside,Raking + Clipping,2/27/21,20.23,40,19.77,7/2/21,,0,0,0,125,11/15/21,261,125,7/2/21,,0, ,,,,4.2,0.192,9/7/21,
H,5,H5,15,H5_15,LEX-R,LEX,Roadside,Raking + Clipping,2/27/21,12.54,,-12.54,5/22/21,,0,0,0,84,11/15/21,261,84,,,0, ,,,,,,,
H,5,H5,16,H5_16,GUA-R,GUA,Roadside,Raking + Clipping,2/27/21,17.7,28,10.3,8/5/21,,0,0,0,159,11/15/21,261,159,8/5/21,,0, ,,,,7,0.337,9/7/21,
I,1,I1,1,I1_01,OAP-O,OAP,Off-road,Raking + Clipping,2/27/21,12.99,25,12.01,7/23/21,,0,0,0,146,11/15/21,261,146,7/23/21,,0, ,,,,4.9,0.084,9/7/21,
I,1,I1,2,I1_02,PEN-R,PEN,Roadside,Raking + Clipping,2/27/21,17.83,,-17.83,3/29/21,,0,0,0,30,11/15/21,261,30,,,0, ,,,,,,,
I,1,I1,3,I1_03,CHE-R,CHE,Roadside,Raking + Clipping,3/16/21,25,39,14,,,1,1,1,-44271,11/15/21,244,244,7/2/21,6/4/21,1,80,5,,,8.1,0.153,9/7/21,
I,1,I1,4,I1_04,PEN-O,PEN,Off-road,Raking + Clipping,3/9/21,22,40,18,,,1,1,1,-44264,11/15/21,251,251,7/2/21,6/4/21,1,87,4,,,10.9,0.19,9/7/21,
I,1,I1,5,I1_05,GUA-O,GUA,Off-road,Raking + Clipping,2/27/21,16.11,10,-6.11,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
I,1,I1,6,I1_06,LEX-R,LEX,Roadside,Raking + Clipping,2/27/21,10.93,25,14.07,7/2/21,,0,0,0,125,11/15/21,261,125,7/2/21,,0, ,,,,6.1,0.025,9/7/21,
I,1,I1,7,I1_07,PAR-R,PAR,Roadside,Raking + Clipping,2/27/21,12.76,16,3.24,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
I,1,I1,8,I1_08,CHE-O,CHE,Off-road,Raking + Clipping,2/27/21,25.05,15,-10.05,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
I,1,I1,9,I1_09,OAP-R,OAP,Roadside,Raking + Clipping,2/27/21,18.89,32,13.11,7/16/21,,0,0,0,139,11/15/21,261,139,7/16/21,,0, ,,,,5.1,0.074,9/28/21,
I,1,I1,10,I1_10,GUA-R,GUA,Roadside,Raking + Clipping,3/9/21,29,23,-6,6/25/21,,0,0,0,108,11/15/21,251,108,7/2/21,,0, ,,,,4.9,0.055,9/7/21,
I,1,I1,11,I1_11,LEX-O,LEX,Off-road,Raking + Clipping,2/27/21,26.79,21,-5.79,6/25/21,,0,0,0,118,11/15/21,261,118,7/2/21,,0, ,,,,5.1,0.043,9/7/21,
I,1,I1,12,I1_12,SSJ-O,SSJ,Off-road,Raking + Clipping,3/16/21,24,20,-4,6/18/21,,0,0,0,94,11/15/21,244,94,,,0, ,,,,,,,
I,1,I1,13,I1_13,SSJ-R,SSJ,Roadside,Raking + Clipping,2/27/21,10.87,11,0.13,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
I,1,I1,14,I1_14,PAR-O,PAR,Off-road,Raking + Clipping,2/27/21,20.94,16,-4.94,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
I,1,I1,15,I1_15,BAY-R,BAY,Roadside,Raking + Clipping,3/16/21,30,18,-12,6/18/21,,0,0,0,94,11/15/21,244,94,,,0, ,,,,,,,
I,1,I1,16,I1_16,BAY-O,BAY,Off-road,Raking + Clipping,2/27/21,12.22,14,1.78,6/18/21,,0,0,0,111,11/15/21,261,111,,,0, ,,,,,,,
I,2,I2,1,I2_01,LEX-O,LEX,Off-road,Hemizonia,2/27/21,16.22,,-16.22,5/22/21,,0,0,0,84,11/15/21,261,84,,,0, ,,,,,,,
I,2,I2,2,I2_02,GUA-O,GUA,Off-road,Hemizonia,2/27/21,15.34,19,3.66,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
I,2,I2,3,I2_03,GUA-R,GUA,Roadside,Hemizonia,2/27/21,13.75,14,0.25,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
I,2,I2,4,I2_04,PEN-O,PEN,Off-road,Hemizonia,2/27/21,15.58,5,-10.58,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
I,2,I2,5,I2_05,PAR-R,PAR,Roadside,Hemizonia,2/27/21,15.91,6,-9.91,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
I,2,I2,6,I2_06,PAR-O,PAR,Off-road,Hemizonia,2/27/21,19,27,8,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
I,2,I2,7,I2_07,PEN-R,PEN,Roadside,Hemizonia,2/27/21,10.63,4,-6.63,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
I,2,I2,8,I2_08,BAY-O,BAY,Off-road,Hemizonia,2/27/21,24.72,21,-3.72,8/5/21,,0,0,0,159,11/15/21,261,159,,,0, ,,,,4.5,0.115,9/8/21,
I,2,I2,9,I2_09,SSJ-R,SSJ,Roadside,Hemizonia,2/27/21,19.55,8,-11.55,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
I,2,I2,10,I2_10,OAP-O,OAP,Off-road,Hemizonia,2/27/21,22.04,17,-5.04,6/25/21,,0,0,0,118,11/15/21,261,118,7/2/21,,0, ,,,,1.6,0.068,9/7/21,
I,2,I2,11,I2_11,SSJ-O,SSJ,Off-road,Hemizonia,2/27/21,20.13,22,1.87,,,1,1,1,-44254,11/15/21,261,261,10/8/21,10/8/21,1,223,,,,9.6,0.093,10/13/21,
I,2,I2,12,I2_12,LEX-R,LEX,Roadside,Hemizonia,2/27/21,15.4,20,4.6,6/25/21,,0,0,0,118,11/15/21,261,118,7/2/21,,0, ,,,,1.8,0.045,9/7/21,
I,2,I2,13,I2_13,CHE-O,CHE,Off-road,Hemizonia,2/27/21,24.58,,-24.58,5/22/21,,0,0,0,84,11/15/21,261,84,,,0, ,,,,,,,
I,2,I2,14,I2_14,CHE-R,CHE,Roadside,Hemizonia,2/27/21,19.2,15,-4.2,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
I,2,I2,15,I2_15,BAY-R,BAY,Roadside,Hemizonia,2/27/21,21.18,20,-1.18,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
I,2,I2,16,I2_16,OAP-R,OAP,Roadside,Hemizonia,2/27/21,22.33,19,-3.33,8/27/21,,0,0,0,181,11/15/21,261,181,8/27/21,,0, ,,,,5.6,0.143,9/7/21,
I,3,I3,1,I3_01,LEX-O,LEX,Off-road,Raking,2/27/21,15.72,20,4.28,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,2.5,0.012,9/7/21,lost a few leaves
I,3,I3,2,I3_02,PAR-R,PAR,Roadside,Raking,2/27/21,12.39,19,6.61,6/25/21,,0,0,0,118,11/15/21,261,118,7/2/21,,0, ,,,,3.3,0.051,9/7/21,
I,3,I3,3,I3_03,OAP-O,OAP,Off-road,Raking,2/27/21,14.63,,-14.63,3/29/21,,0,0,0,30,11/15/21,261,30,,,0, ,,,,,,,
I,3,I3,4,I3_04,PEN-R,PEN,Roadside,Raking,2/27/21,13.99,13,-0.99,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
I,3,I3,5,I3_05,LEX-R,LEX,Roadside,Raking,2/27/21,12.58,22,9.42,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,3.1,0.036,9/7/21,
I,3,I3,6,I3_06,BAY-O,BAY,Off-road,Raking,2/27/21,22.7,32,9.3,,,1,1,1,-44254,11/15/21,261,261,10/1/21,10/1/21,1,216,,,,18.6,0.281,10/4/21,
I,3,I3,7,I3_07,PAR-O,PAR,Off-road,Raking,2/27/21,17.82,8,-9.82,6/4/21,Squirrel,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
I,3,I3,8,I3_08,OAP-R,OAP,Roadside,Raking,2/27/21,14.82,14,-0.82,6/11/21,,0,0,0,104,11/15/21,261,104,,,0, ,,,,,,,
I,3,I3,9,I3_09,SSJ-O,SSJ,Off-road,Raking,2/27/21,17.2,10,-7.2,7/9/21,,0,0,0,132,11/15/21,261,132,7/9/21,,0, ,,,,1.8,0.031,9/7/21,
I,3,I3,10,I3_10,PEN-O,PEN,Off-road,Raking,2/27/21,18.78,,-18.78,5/22/21,,0,0,0,84,11/15/21,261,84,,,0, ,,,,,,,
I,3,I3,11,I3_11,BAY-R,BAY,Roadside,Raking,2/27/21,19.42,11,-8.42,6/4/21,,0,0,0,97,11/15/21,261,97,,,0, ,,,,,,,
I,3,I3,12,I3_12,SSJ-R,SSJ,Roadside,Raking,2/27/21,22.98,14,-8.98,9/3/21,,0,0,0,188,11/15/21,261,188,9/3/21,,0, ,,,,2.8,0.055,9/28/21,
I,3,I3,13,I3_13,GUA-R,GUA,Roadside,Raking,2/27/21,18.08,36,17.92,8/19/21,,0,0,0,173,11/15/21,261,173,8/19/21,,0, ,,,,10,0.308,9/8/21,
I,3,I3,14,I3_14,CHE-O,CHE,Off-road,Raking,2/27/21,19.44,18,-1.44,7/30/21,,0,0,0,153,11/15/21,261,153,7/30/21,,0, ,,,,2.6,0.081,9/8/21,
I,3,I3,15,I3_15,GUA-O,GUA,Off-road,Raking,3/1/21,26,25,-1,6/11/21,,0,0,0,102,11/15/21,259,102,,,0, ,,,,,,,
I,3,I3,16,I3_16,CHE-R,CHE,Roadside,Raking,2/27/21,17.37,12,-5.37,,,1,1,1,-44254,11/15/21,261,261,9/24/21,9/24/21,1,209,,,,11.2,0.121,9/27/21,
I,4,I4,1,I4_01,LEX-R,LEX,Roadside,Biomass Removal,3/12/21,27,32,5,6/18/21,,0,0,0,98,11/15/21,248,98,7/2/21,,0, ,,,,5.3,0.236,9/7/21,
I,4,I4,2,I4_02,BAY-O,BAY,Off-road,Biomass Removal,2/27/21,19.07,35,15.93,,,1,1,1,-44254,11/15/21,261,261,9/13/21,9/10/21,1,195,,,,35.9,1.946,9/20/21,
I,4,I4,3,I4_03,PAR-R,PAR,Roadside,Biomass Removal,2/27/21,22.07,48,25.93,,,1,1,1,-44254,11/15/21,261,261,9/13/21,9/10/21,1,195,,,,43.1,3.15,9/20/21,
I,4,I4,4,I4_04,GUA-O,GUA,Off-road,Biomass Removal,3/16/21,16,45,29,,,1,1,1,-44271,11/15/21,244,244,9/13/21,9/10/21,1,178,,,,46.7,3.699,9/20/21,
