Block,Plot,Flag,Pos,Flag_Pos,Source,Pop,Type,Trt,PlantDate,LeafMeas1,LeafMeas2,MortDate,DeathBy,MortBinaryCont,MortBinaryNom,Censor,DaysMort,Census,DaysCensus,NumDaysAlive,HarvDate,BudDate,Repro,DaysBud,NumBuds,FlowerDate,NumFlower,Height,Biomass,Biomass date,Notes
G,5,G5,06,G5_06,GUA-O,GUA,Off-road,Raking + Clipping,2/27/2021,12.78,10,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,3.4,0.032,9/7/2021,
G,5,G5,07,G5_07,SSJ-R,SSJ,Roadside,Raking + Clipping,3/9/2021,30,25,7/2/2021,,0,0,0,115,11/15/2021,251,115,7/2/2021,,0, ,,,,4.2,0.057,9/7/2021,
G,5,G5,08,G5_08,CHE-R,CHE,Roadside,Raking + Clipping,2/27/2021,21.38,23,7/23/2021,,0,0,0,146,11/15/2021,261,146,7/23/2021,,0, ,,,,3.6,0.053,9/8/2021,
G,5,G5,09,G5_09,OAP-R,OAP,Roadside,Raking + Clipping,2/27/2021,23.71,20,6/18/2021,,0,0,0,111,11/15/2021,261,111,,6/4/2021,1,97,4,,,,,,"Budded before we decided to harvest at bud date, however, after removing buds, the plant later died and disappeared."
G,5,G5,10,G5_10,PEN-R,PEN,Roadside,Raking + Clipping,2/27/2021,19.68,21,6/25/2021,,0,0,0,118,11/15/2021,261,118,7/2/2021,,0, ,,,,3.7,0.017,9/7/2021,
G,5,G5,11,G5_11,CHE-O,CHE,Off-road,Raking + Clipping,2/27/2021,16.84,19,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
G,5,G5,12,G5_12,PEN-O,PEN,Off-road,Raking + Clipping,2/27/2021,17.83,16,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
G,5,G5,13,G5_13,GUA-R,GUA,Roadside,Raking + Clipping,2/27/2021,16.11,30,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,29.5,0.939,9/27/2021,
G,5,G5,14,G5_14,SSJ-O,SSJ,Off-road,Raking + Clipping,2/27/2021,12.36,22,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
G,5,G5,15,G5_15,PAR-O,PAR,Off-road,Raking + Clipping,2/27/2021,15.48,20,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
G,5,G5,16,G5_16,PAR-R,PAR,Roadside,Raking + Clipping,2/27/2021,15.52,22,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
H,1,H1,01,H1_01,LEX-O,LEX,Off-road,Raking,2/27/2021,18.4,19,7/2/2021,,0,0,0,125,11/15/2021,261,125,7/2/2021,,0, ,,,,1.9,0.068,9/7/2021,
H,1,H1,02,H1_02,BAY-R,BAY,Roadside,Raking,2/27/2021,27.82,9,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
H,1,H1,03,H1_03,OAP-R,OAP,Roadside,Raking,2/27/2021,20.2,22,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
H,1,H1,04,H1_04,GUA-R,GUA,Roadside,Raking,2/27/2021,27.68,31,7/16/2021,,0,0,0,139,11/15/2021,261,139,7/16/2021,,0, ,,,,6.2,0.113,9/29/2021,
H,1,H1,05,H1_05,GUA-O,GUA,Off-road,Raking,3/12/2021,23,36,,,1,1,1,-44267,11/15/2021,248,248,9/24/2021,9/24/2021,1,196,,,,13.5,0.267,9/28/2021,
H,1,H1,06,H1_06,LEX-R,LEX,Roadside,Raking,2/27/2021,13.8,15,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
H,1,H1,07,H1_07,CHE-O,CHE,Off-road,Raking,2/27/2021,21.08,2/4/1900,7/23/2021,,0,0,0,146,11/15/2021,261,146,7/23/2021,,0, ,,,,7.3,0.120,9/8/2021,
H,1,H1,08,H1_08,SSJ-O,SSJ,Off-road,Raking,2/27/2021,17.35,36,7/30/2021,,0,0,0,153,11/15/2021,261,153,7/30/2021,,0, ,,,,5.9,0.210,9/8/2021,
H,1,H1,09,H1_09,OAP-O,OAP,Off-road,Raking,2/27/2021,18.7,30,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,17.1,0.395,9/28/2021,
H,1,H1,10,H1_10,PEN-R,PEN,Roadside,Raking,2/27/2021,20.87,40,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,33.4,1.360,9/28/2021,
H,1,H1,11,H1_11,PAR-O,PAR,Off-road,Raking,2/27/2021,17.44,1/14/1900,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
H,1,H1,12,H1_12,SSJ-R,SSJ,Roadside,Raking,2/27/2021,17.45,15,6/25/2021,,0,0,0,118,11/15/2021,261,118,7/2/2021,,0, ,,,,1.5,0.027,9/7/2021,
H,1,H1,13,H1_13,PEN-O,PEN,Off-road,Raking,2/27/2021,8.97,3,6/4/2021,Squirrel,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
H,1,H1,14,H1_14,BAY-O,BAY,Off-road,Raking,2/27/2021,13.62,22,6/11/2021,Squirrel,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
H,1,H1,15,H1_15,CHE-R,CHE,Roadside,Raking,3/9/2021,26,36,,,1,1,1,-44264,11/15/2021,251,251,9/24/2021,9/24/2021,1,199,,,,25.3,1.183,9/27/2021,
H,1,H1,16,H1_16,PAR-R,PAR,Roadside,Raking,2/27/2021,11.97,20,7/23/2021,,0,0,0,146,11/15/2021,261,146,7/23/2021,,0, ,,,,4.5,0.145,9/7/2021,
H,2,H2,01,H2_01,SSJ-R,SSJ,Roadside,Control,3/16/2021,26,28,7/2/2021,,0,0,0,108,11/15/2021,244,108,7/2/2021,,0, ,,,,4.5,0.059,9/7/2021,
H,2,H2,02,H2_02,OAP-O,OAP,Off-road,Control,2/27/2021,18.4,24,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,3.4,0.033,9/7/2021,
H,2,H2,03,H2_03,BAY-O,BAY,Off-road,Control,3/16/2021,19,19,7/9/2021,,0,0,0,115,11/15/2021,244,115,7/9/2021,,0, ,,,,3.2,0.037,9/7/2021,
H,2,H2,04,H2_04,BAY-R,BAY,Roadside,Control,2/27/2021,18.14,10,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
H,2,H2,05,H2_05,PEN-O,PEN,Off-road,Control,3/16/2021,13,16,6/18/2021,,0,0,0,94,11/15/2021,244,94,,,0, ,,,,,,,
H,2,H2,06,H2_06,PAR-O,PAR,Off-road,Control,2/27/2021,16.31,20,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
H,2,H2,07,H2_07,PEN-R,PEN,Roadside,Control,2/27/2021,14.22,20,,,1,1,1,-44254,11/15/2021,261,261,10/8/2021,10/8/2021,1,223,,,,9.7,0.213,10/13/2021,
H,2,H2,08,H2_08,CHE-O,CHE,Off-road,Control,3/24/2021,22,19,7/2/2021,,0,0,0,100,11/15/2021,236,100,,6/4/2021,1,72,6,,,,,,"Budded before we decided to harvest at bud date, however, after removing buds, the plant later died and disappeared."
H,2,H2,09,H2_09,GUA-R,GUA,Roadside,Control,2/27/2021,21.81,6,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
H,2,H2,10,H2_10,GUA-O,GUA,Off-road,Control,3/9/2021,18,32,7/30/2021,,0,0,0,143,11/15/2021,251,143,7/30/2021,,0, ,,,,7.8,0.084,9/8/2021,
H,2,H2,11,H2_11,SSJ-O,SSJ,Off-road,Control,2/27/2021,15.09,25,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,3.9,0.123,9/7/2021,
H,2,H2,12,H2_12,CHE-R,CHE,Roadside,Control,2/27/2021,15.51,17,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
H,2,H2,13,H2_13,LEX-R,LEX,Roadside,Control,2/27/2021,16.05,,5/22/2021,,0,0,0,84,11/15/2021,261,84,,,0, ,,,,,,,
H,2,H2,14,H2_14,LEX-O,LEX,Off-road,Control,2/27/2021,16.15,19,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
H,2,H2,15,H2_15,OAP-R,OAP,Roadside,Control,2/27/2021,13.56,34,7/16/2021,,0,0,0,139,11/15/2021,261,139,7/16/2021,,0, ,,,,5.3,0.159,9/29/2021,
H,2,H2,16,H2_16,PAR-R,PAR,Roadside,Control,2/27/2021,15.99,34,7/2/2021,,0,0,0,125,11/15/2021,261,125,7/2/2021,,0, ,,,,3.4,0.074,9/7/2021,
H,3,H3,01,H3_01,SSJ-R,SSJ,Roadside,+Hemizonia,3/24/2021,16,31,,,1,1,1,-44279,11/15/2021,236,236,7/2/2021,6/4/2021,1,72,3,,,7.6,0.088,9/7/2021,
H,3,H3,02,H3_02,OAP-R,OAP,Roadside,+Hemizonia,2/27/2021,17.25,16,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
H,3,H3,03,H3_03,PAR-R,PAR,Roadside,+Hemizonia,2/27/2021,17.44,23,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
H,3,H3,04,H3_04,BAY-O,BAY,Off-road,+Hemizonia,2/27/2021,12.99,20,7/16/2021,,0,0,0,139,11/15/2021,261,139,,,0, ,,,,,,,no body
H,3,H3,05,H3_05,PEN-O,PEN,Off-road,+Hemizonia,2/27/2021,18.38,,4/5/2021,Squirrel,0,0,0,37,11/15/2021,261,37,,,0, ,,,,,,,Dead due to squirrel activity
H,3,H3,06,H3_06,LEX-R,LEX,Roadside,+Hemizonia,2/27/2021,20.34,25,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,2.6,0.049,9/7/2021,
H,3,H3,07,H3_07,PAR-O,PAR,Off-road,+Hemizonia,2/27/2021,20.02,1/21/1900,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
H,3,H3,08,H3_08,LEX-O,LEX,Off-road,+Hemizonia,2/27/2021,17.79,16,7/16/2021,,0,0,0,139,11/15/2021,261,139,7/16/2021,,0, ,,,,2.7,0.019,9/29/2021,
H,3,H3,09,H3_09,PEN-R,PEN,Roadside,+Hemizonia,2/27/2021,14.71,,5/22/2021,,0,0,0,84,11/15/2021,261,84,,,0, ,,,,,,,
H,3,H3,10,H3_10,CHE-O,CHE,Off-road,+Hemizonia,3/1/2021,15,27,7/2/2021,,0,0,0,123,11/15/2021,259,123,,,0, ,,,,,,,
H,3,H3,11,H3_11,SSJ-O,SSJ,Off-road,+Hemizonia,2/27/2021,14.79,1/8/1900,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
H,3,H3,12,H3_12,GUA-R,GUA,Roadside,+Hemizonia,2/27/2021,8.58,15,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
H,3,H3,13,H3_13,OAP-O,OAP,Off-road,+Hemizonia,2/27/2021,11.01,19,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
H,3,H3,14,H3_14,CHE-R,CHE,Roadside,+Hemizonia,2/27/2021,17.69,20,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
H,3,H3,15,H3_15,BAY-R,BAY,Roadside,+Hemizonia,2/27/2021,14.47,25,8/5/2021,,0,0,0,159,11/15/2021,261,159,8/5/2021,,0, ,,,,3.9,0.074,9/7/2021,
H,3,H3,16,H3_16,GUA-O,GUA,Off-road,+Hemizonia,2/27/2021,13.3,,4/5/2021,,0,0,0,37,11/15/2021,261,37,,,0, ,,,,,,,
H,4,H4,01,H4_01,CHE-R,CHE,Roadside,Biomass Removal,3/9/2021,27,47,,,1,1,1,-44264,11/15/2021,251,251,9/3/2021,9/3/2021,1,178,,,,42.0,13.072,9/9/2021,
H,4,H4,02,H4_02,SSJ-R,SSJ,Roadside,Biomass Removal,2/27/2021,14.99,63,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,49.5,11.125,9/22/2021,
H,4,H4,03,H4_03,GUA-O,GUA,Off-road,Biomass Removal,2/27/2021,10.7,52,8/5/2021,,0,0,0,159,11/15/2021,261,159,8/5/2021,,0, ,,,,25.9,3.171,9/7/2021,
H,4,H4,04,H4_04,BAY-R,BAY,Roadside,Biomass Removal,2/27/2021,17.12,58,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,37.5,5.266,9/22/2021,
H,4,H4,05,H4_05,LEX-O,LEX,Off-road,Biomass Removal,2/27/2021,15.39,52,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,24.5,1.885,9/20/2021,
H,4,H4,06,H4_06,PEN-O,PEN,Off-road,Biomass Removal,3/24/2021,15,51,,,1,1,1,-44279,11/15/2021,236,236,9/10/2021,9/10/2021,1,170,,,,42.8,5.402,9/14/2021,
H,4,H4,07,H4_07,GUA-R,GUA,Roadside,Biomass Removal,2/27/2021,20.75,58,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,68.5,16.363,9/20/2021,
H,4,H4,08,H4_08,OAP-R,OAP,Roadside,Biomass Removal,2/27/2021,23.2,60,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,40.2,7.381,9/22/2021,
H,4,H4,09,H4_09,LEX-R,LEX,Roadside,Biomass Removal,2/27/2021,9.53,54,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,37.3,3.859,9/22/2021,
H,4,H4,10,H4_10,BAY-O,BAY,Off-road,Biomass Removal,2/27/2021,15.31,76,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,41.5,9.962,9/22/2021,
H,4,H4,11,H4_11,SSJ-O,SSJ,Off-road,Biomass Removal,2/27/2021,14.77,60,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,64.1,8.808,9/14/2021,
H,4,H4,12,H4_12,CHE-O,CHE,Off-road,Biomass Removal,2/27/2021,17.72,63,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,50.5,7.720,9/13/2021,
H,4,H4,13,H4_13,PAR-O,PAR,Off-road,Biomass Removal,3/1/2021,20,59,,,1,1,1,-44256,11/15/2021,259,259,9/10/2021,9/10/2021,1,193,,,,25.6,3.339,9/22/2021,
H,4,H4,14,H4_14,PAR-R,PAR,Roadside,Biomass Removal,2/27/2021,11.94,55,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,34.2,4.603,9/22/2021,
H,4,H4,15,H4_15,OAP-O,OAP,Off-road,Biomass Removal,2/27/2021,12.21,45,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,56.0,5.131,9/22/2021,
H,4,H4,16,H4_16,PEN-R,PEN,Roadside,Biomass Removal,2/27/2021,17.63,49,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,50.0,6.299,9/20/2021,
H,5,H5,01,H5_01,BAY-O,BAY,Off-road,Raking + Clipping,2/27/2021,13.48,,3/29/2021,,0,0,0,30,11/15/2021,261,30,,,0, ,,,,,,,
H,5,H5,02,H5_02,CHE-R,CHE,Roadside,Raking + Clipping,2/27/2021,10.36,25,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
H,5,H5,03,H5_03,PAR-R,PAR,Roadside,Raking + Clipping,2/27/2021,16.88,40,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,5.3,0.135,9/7/2021,
H,5,H5,04,H5_04,PEN-R,PEN,Roadside,Raking + Clipping,2/27/2021,15.16,35,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,18.4,0.862,9/28/2021,
H,5,H5,05,H5_05,SSJ-O,SSJ,Off-road,Raking + Clipping,2/27/2021,11.64,54,,,1,1,1,-44254,11/15/2021,261,261,9/10/2021,9/10/2021,1,195,,,,47.7,3.332,9/28/2021,
H,5,H5,06,H5_06,SSJ-R,SSJ,Roadside,Raking + Clipping,2/27/2021,10.48,30,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
H,5,H5,07,H5_07,GUA-O,GUA,Off-road,Raking + Clipping,3/24/2021,10,2/6/1900,7/2/2021,,0,0,0,100,11/15/2021,236,100,7/2/2021,,0, ,,,,6.0,0.193,9/7/2021,
H,5,H5,08,H5_08,PAR-O,PAR,Off-road,Raking + Clipping,2/27/2021,24.36,15,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
H,5,H5,09,H5_09,CHE-O,CHE,Off-road,Raking + Clipping,2/27/2021,13.18,30,,,1,1,1,-44254,11/15/2021,261,261,9/24/2021,9/24/2021,1,209,,,,19.3,0.617,9/27/2021,
H,5,H5,10,H5_10,LEX-O,LEX,Off-road,Raking + Clipping,2/27/2021,10.63,,5/22/2021,,0,0,0,84,11/15/2021,261,84,,,0, ,,,,,,,
H,5,H5,11,H5_11,PEN-O,PEN,Off-road,Raking + Clipping,2/27/2021,17.58,1/28/1900,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
H,5,H5,12,H5_12,OAP-R,OAP,Roadside,Raking + Clipping,2/27/2021,17.44,25,7/2/2021,,0,0,0,125,11/15/2021,261,125,7/2/2021,,0, ,,,,3.4,0.082,9/7/2021,
H,5,H5,13,H5_13,OAP-O,OAP,Off-road,Raking + Clipping,2/27/2021,10.13,22,6/25/2021,,0,0,0,118,11/15/2021,261,118,,,0, ,,,,,,,
H,5,H5,14,H5_14,BAY-R,BAY,Roadside,Raking + Clipping,2/27/2021,20.23,40,7/2/2021,,0,0,0,125,11/15/2021,261,125,7/2/2021,,0, ,,,,4.2,0.192,9/7/2021,
H,5,H5,15,H5_15,LEX-R,LEX,Roadside,Raking + Clipping,2/27/2021,12.54,,5/22/2021,,0,0,0,84,11/15/2021,261,84,,,0, ,,,,,,,
H,5,H5,16,H5_16,GUA-R,GUA,Roadside,Raking + Clipping,2/27/2021,17.7,28,8/5/2021,,0,0,0,159,11/15/2021,261,159,8/5/2021,,0, ,,,,7.0,0.337,9/7/2021,
I,1,I1,01,I1_01,OAP-O,OAP,Off-road,Raking + Clipping,2/27/2021,12.99,25,7/23/2021,,0,0,0,146,11/15/2021,261,146,7/23/2021,,0, ,,,,4.9,0.084,9/7/2021,
I,1,I1,02,I1_02,PEN-R,PEN,Roadside,Raking + Clipping,2/27/2021,17.83,,3/29/2021,,0,0,0,30,11/15/2021,261,30,,,0, ,,,,,,,
I,1,I1,03,I1_03,CHE-R,CHE,Roadside,Raking + Clipping,3/16/2021,25,39,,,1,1,1,-44271,11/15/2021,244,244,7/2/2021,6/4/2021,1,80,5,,,8.1,0.153,9/7/2021,
I,1,I1,04,I1_04,PEN-O,PEN,Off-road,Raking + Clipping,3/9/2021,22,40,,,1,1,1,-44264,11/15/2021,251,251,7/2/2021,6/4/2021,1,87,4,,,10.9,0.190,9/7/2021,
I,1,I1,05,I1_05,GUA-O,GUA,Off-road,Raking + Clipping,2/27/2021,16.11,10,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
I,1,I1,06,I1_06,LEX-R,LEX,Roadside,Raking + Clipping,2/27/2021,10.93,25,7/2/2021,,0,0,0,125,11/15/2021,261,125,7/2/2021,,0, ,,,,6.1,0.025,9/7/2021,
I,1,I1,07,I1_07,PAR-R,PAR,Roadside,Raking + Clipping,2/27/2021,12.76,16,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
I,1,I1,08,I1_08,CHE-O,CHE,Off-road,Raking + Clipping,2/27/2021,25.05,15,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
I,1,I1,09,I1_09,OAP-R,OAP,Roadside,Raking + Clipping,2/27/2021,18.89,32,7/16/2021,,0,0,0,139,11/15/2021,261,139,7/16/2021,,0, ,,,,5.1,0.074,9/28/2021,
I,1,I1,10,I1_10,GUA-R,GUA,Roadside,Raking + Clipping,3/9/2021,29,23,6/25/2021,,0,0,0,108,11/15/2021,251,108,7/2/2021,,0, ,,,,4.9,0.055,9/7/2021,
I,1,I1,11,I1_11,LEX-O,LEX,Off-road,Raking + Clipping,2/27/2021,26.79,21,6/25/2021,,0,0,0,118,11/15/2021,261,118,7/2/2021,,0, ,,,,5.1,0.043,9/7/2021,
I,1,I1,12,I1_12,SSJ-O,SSJ,Off-road,Raking + Clipping,3/16/2021,24,20,6/18/2021,,0,0,0,94,11/15/2021,244,94,,,0, ,,,,,,,
I,1,I1,13,I1_13,SSJ-R,SSJ,Roadside,Raking + Clipping,2/27/2021,10.87,11,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
I,1,I1,14,I1_14,PAR-O,PAR,Off-road,Raking + Clipping,2/27/2021,20.94,16,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
I,1,I1,15,I1_15,BAY-R,BAY,Roadside,Raking + Clipping,3/16/2021,30,18,6/18/2021,,0,0,0,94,11/15/2021,244,94,,,0, ,,,,,,,
I,1,I1,16,I1_16,BAY-O,BAY,Off-road,Raking + Clipping,2/27/2021,12.22,14,6/18/2021,,0,0,0,111,11/15/2021,261,111,,,0, ,,,,,,,
I,2,I2,01,I2_01,LEX-O,LEX,Off-road,+Hemizonia,2/27/2021,16.22,,5/22/2021,,0,0,0,84,11/15/2021,261,84,,,0, ,,,,,,,
I,2,I2,02,I2_02,GUA-O,GUA,Off-road,+Hemizonia,2/27/2021,15.34,19,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
I,2,I2,03,I2_03,GUA-R,GUA,Roadside,+Hemizonia,2/27/2021,13.75,14,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
I,2,I2,04,I2_04,PEN-O,PEN,Off-road,+Hemizonia,2/27/2021,15.58,5,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
I,2,I2,05,I2_05,PAR-R,PAR,Roadside,+Hemizonia,2/27/2021,15.91,6,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
I,2,I2,06,I2_06,PAR-O,PAR,Off-road,+Hemizonia,2/27/2021,19,27,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
I,2,I2,07,I2_07,PEN-R,PEN,Roadside,+Hemizonia,2/27/2021,10.63,1/3/1900,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
I,2,I2,08,I2_08,BAY-O,BAY,Off-road,+Hemizonia,2/27/2021,24.72,21,8/5/2021,,0,0,0,159,11/15/2021,261,159,,,0, ,,,,4.5,0.115,9/8/2021,
I,2,I2,09,I2_09,SSJ-R,SSJ,Roadside,+Hemizonia,2/27/2021,19.55,8,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
I,2,I2,10,I2_10,OAP-O,OAP,Off-road,+Hemizonia,2/27/2021,22.04,17,6/25/2021,,0,0,0,118,11/15/2021,261,118,7/2/2021,,0, ,,,,1.6,0.068,9/7/2021,
I,2,I2,11,I2_11,SSJ-O,SSJ,Off-road,+Hemizonia,2/27/2021,20.13,1/21/1900,,,1,1,1,-44254,11/15/2021,261,261,10/8/2021,10/8/2021,1,223,,,,9.6,0.093,10/13/2021,
I,2,I2,12,I2_12,LEX-R,LEX,Roadside,+Hemizonia,2/27/2021,15.4,20,6/25/2021,,0,0,0,118,11/15/2021,261,118,7/2/2021,,0, ,,,,1.8,0.045,9/7/2021,
I,2,I2,13,I2_13,CHE-O,CHE,Off-road,+Hemizonia,2/27/2021,24.58,,5/22/2021,,0,0,0,84,11/15/2021,261,84,,,0, ,,,,,,,
I,2,I2,14,I2_14,CHE-R,CHE,Roadside,+Hemizonia,2/27/2021,19.2,15,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
I,2,I2,15,I2_15,BAY-R,BAY,Roadside,+Hemizonia,2/27/2021,21.18,20,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
I,2,I2,16,I2_16,OAP-R,OAP,Roadside,+Hemizonia,2/27/2021,22.33,19,8/27/2021,,0,0,0,181,11/15/2021,261,181,8/27/2021,,0, ,,,,5.6,0.143,9/7/2021,
I,3,I3,01,I3_01,LEX-O,LEX,Off-road,Raking,2/27/2021,15.72,20,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,2.5,0.012,9/7/2021,lost a few leaves
I,3,I3,02,I3_02,PAR-R,PAR,Roadside,Raking,2/27/2021,12.39,19,6/25/2021,,0,0,0,118,11/15/2021,261,118,7/2/2021,,0, ,,,,3.3,0.051,9/7/2021,
I,3,I3,03,I3_03,OAP-O,OAP,Off-road,Raking,2/27/2021,14.63,,3/29/2021,,0,0,0,30,11/15/2021,261,30,,,0, ,,,,,,,
I,3,I3,04,I3_04,PEN-R,PEN,Roadside,Raking,2/27/2021,13.99,13,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
I,3,I3,05,I3_05,LEX-R,LEX,Roadside,Raking,2/27/2021,12.58,22,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,3.1,0.036,9/7/2021,
I,3,I3,06,I3_06,BAY-O,BAY,Off-road,Raking,2/27/2021,22.7,32,,,1,1,1,-44254,11/15/2021,261,261,10/1/2021,10/1/2021,1,216,,,,18.6,0.281,10/4/2021,
I,3,I3,07,I3_07,PAR-O,PAR,Off-road,Raking,2/27/2021,17.82,8,6/4/2021,Squirrel,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
I,3,I3,08,I3_08,OAP-R,OAP,Roadside,Raking,2/27/2021,14.82,14,6/11/2021,,0,0,0,104,11/15/2021,261,104,,,0, ,,,,,,,
I,3,I3,09,I3_09,SSJ-O,SSJ,Off-road,Raking,2/27/2021,17.2,10,7/9/2021,,0,0,0,132,11/15/2021,261,132,7/9/2021,,0, ,,,,1.8,0.031,9/7/2021,
I,3,I3,10,I3_10,PEN-O,PEN,Off-road,Raking,2/27/2021,18.78,,5/22/2021,,0,0,0,84,11/15/2021,261,84,,,0, ,,,,,,,
I,3,I3,11,I3_11,BAY-R,BAY,Roadside,Raking,2/27/2021,19.42,11,6/4/2021,,0,0,0,97,11/15/2021,261,97,,,0, ,,,,,,,
I,3,I3,12,I3_12,SSJ-R,SSJ,Roadside,Raking,2/27/2021,22.98,14,9/3/2021,,0,0,0,188,11/15/2021,261,188,9/3/2021,,0, ,,,,2.8,0.055,9/28/2021,
I,3,I3,13,I3_13,GUA-R,GUA,Roadside,Raking,2/27/2021,18.08,36,8/19/2021,,0,0,0,173,11/15/2021,261,173,8/19/2021,,0, ,,,,10.0,0.308,9/8/2021,
I,3,I3,14,I3_14,CHE-O,CHE,Off-road,Raking,2/27/2021,19.44,18,7/30/2021,,0,0,0,153,11/15/2021,261,153,7/30/2021,,0, ,,,,2.6,0.081,9/8/2021,
I,3,I3,15,I3_15,GUA-O,GUA,Off-road,Raking,3/1/2021,26,25,6/11/2021,,0,0,0,102,11/15/2021,259,102,,,0, ,,,,,,,
